accuracy_improvement_rate,client_accuracy_mean,client_accuracy_variance,client_training_time_max,client_training_time_mean,client_training_time_min,communication_compressed_cost_bytes,communication_cost_bytes,communication_cost_mb,communication_precision_mode,communication_reduction_percentage,communication_saved_bytes,communication_sparsification_enabled,f1_score,global_accuracy,global_loss,learning_rate,loss_decrease_rate,lr_adjustment_reason,lr_change_ratio,model_size_bytes,num_participating_clients,num_selected_clients,participation_rate,precision,privacy_accuracy_drop_estimate,privacy_clip_applied_fraction,privacy_enabled_fraction,privacy_noise_scale_mean,privacy_overhead_time_mean,privacy_overhead_time_total,recall,round_num,round_time,rounds_to_convergence_estimate,total_training_time
0.0,0.18333333333333332,5.2444444444444356e-05,1.0105290412902832,0.9893007755279541,0.9749009609222412,8432840.0,16865680,16.084365844726562,float16,0.0,0.0,1.0,0.5675340407409997,0.6241,2.1172179805755613,0.001,0.0,static,1.0,1686568,5,5,1.0,0.6395027887830519,0.0,0.0,0.0,0.0,2.09808349609375e-06,1.049041748046875e-05,0.6163300210486831,0,4.957229852676392,inf,6.00203275680542
0.07350000000000001,0.36206666666666665,5.379555555555564e-05,1.1097798347473145,1.0137164115905761,0.9752089977264404,8432840.0,16865680,16.084365844726562,float16,0.0,0.0,1.0,0.6653750810969593,0.6976,1.4854203477859498,0.001,0.6317976327896115,static,1.0,1686568,5,5,1.0,0.7541234431164799,0.0,0.0,0.0,0.0,2.193450927734375e-06,1.0967254638671875e-05,0.6883306025498547,1,5.07933783531189,inf,12.128178834915161
0.08195000000000002,0.4793333333333333,2.8088888888888815e-05,0.9868059158325195,0.9833527088165284,0.9781558513641357,8432840.0,16865680,16.084365844726562,float16,0.0,0.0,1.0,0.7780880717891654,0.788,0.8907857232093811,0.001,0.6132161286830902,static,1.0,1686568,5,5,1.0,0.8059733695855895,0.0,0.0,0.0,0.0,2.6702880859375e-06,1.33514404296875e-05,0.7810032681023193,2,4.92746376991272,inf,18.22042179107666
0.06319999999999999,0.5485333333333333,1.2471111111111012e-05,1.018122911453247,0.9949239730834961,0.9821469783782959,8432840.0,16865680,16.084365844726562,float16,0.0,0.0,1.0,0.8051350694312743,0.8137,0.7137334628105163,0.001,0.46782817258834836,static,1.0,1686568,5,5,1.0,0.8271998314379273,0.0,0.0,0.0,0.0,2.193450927734375e-06,1.0967254638671875e-05,0.8074947301097044,3,4.985626935958862,inf,24.272992849349976
0.05399999999999999,0.5924666666666667,7.004444444444448e-06,1.032106876373291,1.0012094020843505,0.979280948638916,8432840.0,16865680,16.084365844726562,float16,0.0,0.0,1.0,0.8334423059700526,0.8401,0.6103190093040466,0.001,0.3767247428178787,static,1.0,1686568,5,5,1.0,0.8484263697035775,0.0,0.0,0.0,0.0,2.0503997802734374e-06,1.0251998901367188e-05,0.8351722526022243,4,5.016978025436401,53.99999999999999,30.332226753234863
