client_id,clip_applied,clip_factor,communication_compressed_bytes,communication_original_bytes,communication_precision,communication_reduction_percentage,communication_sparsification_enabled,communication_sparsity_ratio,noise_scale,num_samples,privacy_enabled,privacy_overhead_time,round_num,train_accuracy,train_loss,training_time,val_accuracy,val_loss
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,0,0.17933333333333334,2.2557316811879478,0.9306318759918213,,
1,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.1457672119140625e-06,0,0.19666666666666666,2.252476578394572,0.9425551891326904,,
2,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.1457672119140625e-06,0,0.18533333333333332,2.2535700384775796,0.9252212047576904,,
3,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,0,0.178,2.2531237659454346,0.9295120239257812,,
14,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,0,0.17733333333333334,2.2551304658253986,0.9289748668670654,,
4,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,1,0.35433333333333333,2.0287543614705403,0.9374070167541504,,
5,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.1457672119140625e-06,1,0.36566666666666664,2.008848276456197,0.9412970542907715,,
6,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,3.0994415283203125e-06,1,0.37233333333333335,2.0099171129862468,0.9307498931884766,,
7,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,1,0.353,2.0269878810246786,0.9306812286376953,,
8,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.86102294921875e-06,1,0.365,2.0334983943303424,0.9431953430175781,,
9,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,3.0994415283203125e-06,2,0.4786666666666667,1.5955015004475912,0.9934799671173096,,
10,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.1457672119140625e-06,2,0.482,1.5924602139790853,0.9384148120880127,,
11,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.6226043701171875e-06,2,0.488,1.5961282790501912,0.9281718730926514,,
12,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.6689300537109375e-06,2,0.4746666666666667,1.5733059867223105,0.9301877021789551,,
17,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.86102294921875e-06,2,0.47333333333333333,1.5889559965133666,0.9502718448638916,,
13,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,3,0.551,1.3332096071243287,0.9374902248382568,,
15,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.6226043701171875e-06,3,0.546,1.3543760080337524,0.9536190032958984,,
16,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,3.0994415283203125e-06,3,0.543,1.3388083264033,0.9311621189117432,,
18,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.1457672119140625e-06,3,0.5526666666666666,1.3573780234654744,0.9281821250915527,,
12,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,3,0.5416666666666666,1.3672211039861044,0.929271936416626,,
19,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.9073486328125e-06,4,0.5913333333333334,1.209892962773641,0.9303512573242188,,
18,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,2.1457672119140625e-06,4,0.591,1.2186804825464885,0.9539592266082764,,
13,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.6689300537109375e-06,4,0.5983333333333334,1.2172137206395468,0.9279899597167969,,
16,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,3.0994415283203125e-06,4,0.5916666666666667,1.2287043682734171,0.9285259246826172,,
1,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,3000,False,1.6689300537109375e-06,4,0.5906666666666667,1.2204901280403138,0.9290931224822998,,
