client_id,clip_applied,clip_factor,communication_compressed_bytes,communication_original_bytes,communication_precision,communication_reduction_percentage,communication_sparsification_enabled,communication_sparsity_ratio,noise_scale,num_samples,privacy_enabled,privacy_overhead_time,round_num,train_accuracy,train_loss,training_time,val_accuracy,val_loss
3,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004397153854370117,0,0.193,2.252464516321818,0.9351508617401123,,
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004400014877319336,0,0.17933333333333334,2.2545677814483644,0.9513039588928223,,
8,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004457950592041016,0,0.191,2.257114065170288,0.9647402763366699,,
7,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.0043261051177978516,0,0.17333333333333334,2.2520830198923747,0.9671900272369385,,
16,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004374027252197266,0,0.18666666666666668,2.252507121404012,1.0682499408721924,,
4,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004359006881713867,1,0.285,2.0832399587631225,0.9459359645843506,,
3,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004401206970214844,1,0.275,2.084363900820414,0.9405961036682129,,
17,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004391193389892578,1,0.26766666666666666,2.104240126609802,0.9284999370574951,,
2,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004361867904663086,1,0.276,2.0875467964808148,0.929157018661499,,
13,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.00439763069152832,1,0.2826666666666667,2.0887864151000977,0.9300222396850586,,
1,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004389286041259766,2,0.413,1.6962577533721923,0.9626870155334473,,
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004394054412841797,2,0.412,1.7085816326141356,0.9663810729980469,,
2,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004427194595336914,2,0.4056666666666667,1.7221627028783162,0.9374690055847168,,
6,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.0043430328369140625,2,0.4106666666666667,1.7075374371210734,0.931847095489502,,
7,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004369974136352539,2,0.41133333333333333,1.694548838297526,0.9350130558013916,,
16,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004333019256591797,3,0.49433333333333335,1.4717050046920777,0.9409840106964111,,
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.006146669387817383,3,0.4786666666666667,1.4823781423568725,0.9488940238952637,,
17,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004391908645629883,3,0.49,1.452761966387431,0.9295022487640381,,
6,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.0044329166412353516,3,0.5046666666666667,1.470719975789388,0.9292500019073486,,
13,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.00451207160949707,3,0.498,1.4499620043436685,0.9371650218963623,,
7,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.0043451786041259766,4,0.5326666666666666,1.35966503683726,0.9347589015960693,,
14,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.0043408870697021484,4,0.5383333333333333,1.3584042901992799,0.9414970874786377,,
8,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004369020462036133,4,0.5263333333333333,1.3883336594899496,0.9299328327178955,,
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.00433802604675293,4,0.5293333333333333,1.3894261039098104,0.9362118244171143,,
5,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.05,3000,True,0.004370927810668945,4,0.5353333333333333,1.3309427293141682,0.9314823150634766,,
