client_id,clip_applied,clip_factor,communication_compressed_bytes,communication_original_bytes,communication_precision,communication_reduction_percentage,communication_sparsification_enabled,communication_sparsity_ratio,noise_scale,num_samples,privacy_enabled,privacy_overhead_time,round_num,train_accuracy,train_loss,training_time,val_accuracy,val_loss
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,15000,False,5.9604644775390625e-06,0,0.5814,1.2345061792373657,5.645852088928223,,
1,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,15000,False,1.9073486328125e-06,0,0.5715333333333333,1.2709379413604736,5.530416965484619,,
0,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,15000,False,1.9073486328125e-06,1,0.8446,0.4967820843935013,5.566150188446045,,
1,False,1.0,1686568.0,1686568.0,float16,0.0,True,0.3,0.0,15000,False,3.0994415283203125e-06,1,0.8415333333333334,0.5065916222691536,5.710484027862549,,
