accuracy_improvement_rate,client_accuracy_mean,client_accuracy_variance,client_training_time_max,client_training_time_mean,client_training_time_min,communication_compressed_cost_bytes,communication_cost_bytes,communication_cost_mb,communication_precision_mode,communication_reduction_percentage,communication_saved_bytes,communication_sparsification_enabled,f1_score,global_accuracy,global_loss,learning_rate,loss_decrease_rate,lr_adjustment_reason,lr_change_ratio,model_size_bytes,num_participating_clients,num_selected_clients,participation_rate,precision,privacy_accuracy_drop_estimate,privacy_clip_applied_fraction,privacy_enabled_fraction,privacy_noise_scale_mean,privacy_overhead_time_mean,privacy_overhead_time_total,recall,round_num,round_time,rounds_to_convergence_estimate,total_training_time
0.0,0.5764666666666667,2.4337777777777893e-05,5.645852088928223,5.588134527206421,5.530416965484619,3373136.0,6746272,6.433746337890625,float16,0.0,0.0,1.0,0.9259091316411808,0.9268,0.2784317495107651,0.001,0.0,static,1.0,1686568,2,2,1.0,0.9282815977475032,0.0,0.0,0.0,0.0,3.933906555175781e-06,7.867813110351562e-06,0.9257535778432173,0,11.182634115219116,inf,12.292731285095215
0.03760000000000008,0.8430666666666666,2.351111111111104e-06,5.710484027862549,5.638317108154297,5.566150188446045,3373136.0,6746272,6.433746337890625,float16,0.0,0.0,1.0,0.9642581133679713,0.9644,0.11992812308073043,0.001,0.15850362643003468,static,1.0,1686568,2,2,1.0,0.9643233985939638,0.0,0.0,0.0,0.0,2.5033950805664062e-06,5.0067901611328125e-06,0.964306662905621,1,11.282704830169678,inf,24.653594255447388
