accuracy_improvement_rate,client_accuracy_mean,client_accuracy_variance,client_training_time_max,client_training_time_mean,client_training_time_min,communication_compressed_cost_bytes,communication_cost_bytes,communication_cost_mb,communication_precision_mode,communication_reduction_percentage,communication_saved_bytes,communication_sparsification_enabled,f1_score,global_accuracy,global_loss,learning_rate,loss_decrease_rate,lr_adjustment_reason,lr_change_ratio,model_size_bytes,num_participating_clients,num_selected_clients,participation_rate,precision,privacy_accuracy_drop_estimate,privacy_clip_applied_fraction,privacy_enabled_fraction,privacy_noise_scale_mean,privacy_overhead_time_mean,privacy_overhead_time_total,recall,round_num,round_time,rounds_to_convergence_estimate,total_training_time
0.0,0.5527666666666666,5.921111111111158e-06,5.8926780223846436,5.83413302898407,5.775588035583496,3373136.0,6746272,6.433746337890625,float16,0.0,0.0,1.0,0.9271165780813778,0.928,0.3012276728630066,0.001,0.0,static,1.0,1686568,2,2,1.0,0.9291543822885486,0.0,0.0,0.0,0.0,4.172325134277344e-06,8.344650268554688e-06,0.9273589540284778,0,11.67448377609253,inf,12.92434287071228
0.03369999999999995,0.8278666666666668,5.377777777777407e-07,5.815008878707886,5.689180374145508,5.56335186958313,3373136.0,6746272,6.433746337890625,float16,0.0,0.0,1.0,0.9613754612569971,0.9617,0.1376166126638651,0.001,0.1636110601991415,static,1.0,1686568,2,2,1.0,0.9615581224927905,0.0,0.0,0.0,0.0,2.1457672119140625e-06,4.291534423828125e-06,0.9613775313902961,1,11.383379220962524,inf,25.37445592880249
